                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 0.5166,                0.84542,                0.99683,                0.73414,                0.62704,                0.67534,                0.64395,                0.28887,                0.52246,                0.84674,              0.0084655,              0.0084655,              0.0084655
                    158,                0.51535,                0.84135,                0.99774,                0.73464,                0.62868,                0.67513,                0.64363,                0.28908,                0.52225,                0.84697,              0.0084556,              0.0084556,              0.0084556
                    159,                0.51672,                0.84202,                0.99732,                0.74082,                0.62689,                0.67493,                0.64322,                0.28888,                0.52219,                0.84674,              0.0084457,              0.0084457,              0.0084457
                    160,                0.51525,                0.84246,                0.99742,                0.73661,                0.62106,                0.67425,                0.64275,                0.28886,                0.52199,                0.84659,              0.0084358,              0.0084358,              0.0084358
                    161,                0.51594,                0.83846,                0.99741,                0.74719,                0.61437,                0.67521,                0.64352,                0.28897,                0.52164,                0.84671,              0.0084259,              0.0084259,              0.0084259
                    162,                0.51591,                0.83909,                0.99743,                0.72709,                0.61957,                0.67418,                 0.6427,                0.28874,                0.52238,                0.84631,               0.008416,               0.008416,               0.008416
                    163,                0.51583,                0.83998,                0.99757,                0.72377,                0.62492,                0.67402,                0.64241,                0.28876,                0.52312,                0.84634,              0.0084061,              0.0084061,              0.0084061
                    164,                0.51595,                0.83814,                 0.9972,                0.73485,                0.62129,                0.67403,                0.64249,                0.28928,                0.52358,                 0.8468,              0.0083962,              0.0083962,              0.0083962
                    165,                0.51524,                0.83544,                0.99715,                0.75247,                0.61562,                0.67323,                0.64147,                0.28944,                0.52392,                  0.847,              0.0083863,              0.0083863,              0.0083863
                    166,                0.51386,                0.83964,                 0.9963,                0.74634,                0.62109,                0.67308,                0.64186,                0.28927,                 0.5234,                0.84679,              0.0083764,              0.0083764,              0.0083764
                    167,                0.51698,                0.83687,                 0.9974,                 0.7417,                0.62613,                0.67332,                0.64182,                0.28926,                0.52296,                0.84672,              0.0083665,              0.0083665,              0.0083665
                    168,                 0.5156,                 0.8356,                0.99682,                0.73251,                0.62633,                0.67449,                0.64284,                0.28949,                0.52309,                0.84688,              0.0083566,              0.0083566,              0.0083566
                    169,                0.51506,                0.83782,                0.99791,                0.74117,                0.62224,                0.67546,                0.64359,                0.28975,                0.52329,                0.84707,              0.0083467,              0.0083467,              0.0083467
                    170,                0.51677,                0.83466,                0.99765,                0.69281,                0.64617,                0.67519,                0.64317,                0.28991,                0.52309,                0.84732,              0.0083368,              0.0083368,              0.0083368
                    171,                0.51573,                0.83734,                 0.9969,                0.71418,                 0.6297,                0.67566,                0.64377,                0.28963,                0.52223,                 0.8471,              0.0083269,              0.0083269,              0.0083269
                    172,                0.51321,                0.83322,                0.99624,                0.71161,                0.62884,                0.67525,                 0.6433,                0.28966,                0.52262,                0.84704,               0.008317,               0.008317,               0.008317
                    173,                0.51469,                0.83337,                0.99765,                0.71391,                0.63026,                0.67592,                0.64462,                0.28956,                0.52247,                  0.847,              0.0083071,              0.0083071,              0.0083071
                    174,                0.51463,                0.83888,                0.99596,                0.70214,                0.64609,                0.67683,                0.64518,                0.28959,                 0.5223,                0.84686,              0.0082972,              0.0082972,              0.0082972
                    175,                0.51539,                0.83467,                0.99588,                0.70883,                0.63047,                0.67813,                0.64627,                0.28952,                0.52226,                0.84685,              0.0082873,              0.0082873,              0.0082873
                    176,                0.51397,                0.83228,                0.99688,                0.70179,                0.64302,                0.67796,                0.64595,                0.28925,                0.52256,                0.84659,              0.0082774,              0.0082774,              0.0082774
                    177,                0.51578,                0.83682,                0.99629,                0.69122,                0.64417,                0.67681,                0.64549,                0.28904,                0.52273,                0.84632,              0.0082675,              0.0082675,              0.0082675
                    178,                0.51446,                0.83401,                0.99645,                0.68992,                0.65196,                0.67876,                0.64773,                0.28915,                 0.5234,                0.84646,              0.0082576,              0.0082576,              0.0082576
                    179,                0.51499,                0.83037,                0.99803,                 0.6904,                0.65351,                0.67811,                0.64691,                0.28917,                 0.5236,                0.84632,              0.0082477,              0.0082477,              0.0082477
                    180,                0.51503,                0.83678,                0.99763,                0.70623,                0.63973,                0.67745,                0.64578,                0.28912,                0.52349,                0.84623,              0.0082378,              0.0082378,              0.0082378
                    181,                0.51222,                0.83123,                0.99612,                0.72051,                0.63457,                0.67742,                0.64608,                  0.289,                0.52255,                0.84613,              0.0082279,              0.0082279,              0.0082279
                    182,                0.51311,                0.83244,                0.99675,                0.73474,                0.63028,                0.67769,                0.64614,                0.28903,                0.52248,                0.84608,               0.008218,               0.008218,               0.008218
                    183,                0.51451,                0.83037,                0.99722,                0.70705,                0.63115,                0.67651,                0.64517,                0.28901,                0.52209,                0.84601,              0.0082081,              0.0082081,              0.0082081
                    184,                0.51474,                0.83299,                0.99611,                0.71521,                0.62911,                0.67787,                0.64676,                0.28892,                0.52165,                0.84599,              0.0081982,              0.0081982,              0.0081982
                    185,                0.51322,                0.82672,                0.99595,                0.70853,                0.64072,                0.67853,                0.64689,                0.28865,                0.52188,                0.84589,              0.0081883,              0.0081883,              0.0081883
                    186,                0.51344,                 0.8301,                0.99662,                0.69255,                0.64874,                0.67728,                0.64557,                0.28894,                0.52186,                 0.8462,              0.0081784,              0.0081784,              0.0081784
                    187,                0.51403,                0.83197,                 0.9973,                0.70557,                0.63671,                0.67859,                 0.6468,                0.28855,                0.52144,                0.84594,              0.0081685,              0.0081685,              0.0081685
                    188,                0.51303,                0.82472,                0.99559,                0.70222,                0.64085,                0.67702,                0.64533,                0.28848,                0.52206,                0.84579,              0.0081586,              0.0081586,              0.0081586
                    189,                0.51382,                0.82852,                0.99573,                0.72462,                0.62676,                0.67779,                0.64683,                0.28835,                0.52082,                0.84562,              0.0081487,              0.0081487,              0.0081487
                    190,                0.51542,                0.82727,                0.99768,                0.70549,                0.63909,                0.67584,                0.64515,                 0.2883,                0.52016,                0.84574,              0.0081388,              0.0081388,              0.0081388
                    191,                0.51342,                0.82629,                  0.995,                0.72479,                0.63268,                0.67528,                0.64456,                0.28818,                0.51961,                0.84575,              0.0081289,              0.0081289,              0.0081289
                    192,                0.51095,                0.82536,                0.99501,                0.72173,                0.63937,                0.67579,                0.64528,                0.28833,                0.51918,                0.84586,               0.008119,               0.008119,               0.008119
                    193,                 0.5123,                0.82718,                0.99512,                0.72207,                0.63929,                0.67555,                 0.6451,                0.28824,                0.51939,                0.84565,              0.0081091,              0.0081091,              0.0081091
                    194,                0.51262,                0.82528,                0.99451,                0.72002,                 0.6425,                0.67552,                0.64526,                0.28852,                0.51928,                0.84591,              0.0080992,              0.0080992,              0.0080992
                    195,                0.51206,                0.82307,                0.99578,                0.73074,                0.63591,                0.67652,                0.64643,                0.28849,                 0.5194,                0.84597,              0.0080893,              0.0080893,              0.0080893
                    196,                0.51062,                 0.8216,                0.99453,                0.73419,                0.63433,                0.67733,                0.64746,                0.28855,                 0.5196,                0.84595,              0.0080794,              0.0080794,              0.0080794
                    197,                 0.5119,                0.82343,                0.99514,                0.73375,                0.63381,                0.67982,                0.64984,                0.28845,                0.51917,                0.84579,              0.0080695,              0.0080695,              0.0080695
                    198,                0.51389,                 0.8254,                0.99764,                0.73205,                0.63411,                0.67956,                0.64903,                0.28855,                0.51897,                0.84585,              0.0080596,              0.0080596,              0.0080596
                    199,                0.51248,                0.82716,                0.99519,                0.72329,                0.63737,                0.67973,                0.64905,                0.28863,                0.51908,                0.84594,              0.0080497,              0.0080497,              0.0080497
                    200,                0.51361,                0.82348,                 0.9962,                0.72685,                0.63635,                0.67864,                 0.6479,                0.28877,                0.51919,                0.84625,              0.0080398,              0.0080398,              0.0080398
                    201,                0.51239,                0.82263,                0.99571,                0.72303,                0.63775,                0.67801,                 0.6469,                0.28881,                0.51881,                0.84629,              0.0080299,              0.0080299,              0.0080299
                    202,                0.51352,                0.82445,                0.99688,                0.72491,                0.63306,                 0.6785,                0.64743,                0.28855,                0.51893,                0.84618,                0.00802,                0.00802,                0.00802
                    203,                0.50998,                0.82275,                 0.9943,                0.73492,                0.62601,                0.68028,                0.64915,                0.28856,                0.51923,                 0.8463,              0.0080101,              0.0080101,              0.0080101
